0 9 5
1 12 5
2 14 5
3 12 5
4 10 5
5 11 7
6 9 5
7 12 5
8 13 5
9 11 5
10 14 5
11 20 5
12 27 5
13 9 5
14 32 5
15 24 5
16 39 5
17 19 5
18 18 5
19 19 5
20 10 5
21 10 5
22 8 5
23 11 5
24 14 5
25 16 5
26 16 5
27 12 5
28 14 5
29 14 5
30 12 5
31 12 5
32 8 5
33 14 5
34 13 5
35 10 5
36 8 5
37 13 5
38 24 5
39 28 5
40 11 5
41 17 5
42 22 5
43 31 5
44 31 5
45 35 5
46 30 5
47 32 5
48 18 5
49 20 5
50 13 5
51 16 5
52 11 5
53 13 5
54 12 5
55 11 5
56 13 5
57 13 5
58 6 5
59 18 5
60 9 5
61 13 5
62 12 5
63 17 5
64 8 5
65 12 5
66 12 5
67 8 5
68 11 5
69 18 5
70 17 5
71 10 5
72 16 5
73 10 5
74 11 5
75 12 5
76 14 5
77 7 5
78 13 5
79 15 5
80 24 5
81 23 5
82 9 5
83 10 5
84 11 5
85 8 5
86 12 5
87 19 5
88 9 5
89 10 5
90 76 5
91 14 5
92 12 5
93 15 5
94 10 8
95 12 5
96 9 5
97 22 5
98 18 5
99 12 5
100 25 5
101 9 5
102 18 5
103 13 5
104 18 9
105 13 5
106 13 5
107 19 9
108 13 5
109 11 5
110 12 5
111 24 5
112 12 5
113 10 5
114 10 8
115 12 10
116 10 5
117 16 5
118 17 5
119 12 5
120 14 5
121 11 8
122 11 5
123 10 5
124 12 5
125 14 5
126 12 5
127 12 5
128 11 5
129 12 5
130 27 5
131 18 5
132 14 5
133 11 7
134 14 5
135 8 5
136 12 5
137 13 5
138 36 5
139 12 5
140 7 5
141 13 5
142 24 5
143 16 5
144 12 5
145 16 5
146 14 5
147 16 8
148 16 8
149 10 5
150 12 5
151 19 5
152 15 5
153 9 8
154 7 5
155 9 5
156 13 5
157 11 5
158 14 5
159 20 5
160 12 5
161 24 5
162 20 5
163 11 5
164 10 5
165 31 5
166 18 5
167 13 5
168 46 5
169 9 5
170 9 5
171 11 10
172 13 8
173 10 5
174 13 5
175 10 8
176 15 8
177 23 5
178 8 5
179 18 5
180 40 5
181 11 5
182 13 5
183 12 7
184 11 5
185 12 5
186 10 5
187 15 5
188 13 5
189 15 5
190 15 5
191 23 5
192 19 5
193 9 5
194 13 5
195 19 5
196 12 5
197 15 5
198 11 5
199 18 5
200 12 5
201 11 5
202 10 5
203 15 5
204 10 5
205 11 5
206 25 5
207 12 5
208 12 5
209 10 5
210 18 5
211 16 5
212 12 5
213 18 5
214 16 5
215 21 5
216 30 5
217 8 5
218 10 5
219 12 5
220 21 5
221 11 5
222 12 5
223 11 8
224 14 8
225 20 5
226 10 5
227 12 5
228 11 5
229 12 5
230 11 7
231 11 5
232 19 5
233 9 6
234 23 5
235 17 5
236 8 5
237 15 5
238 12 5
239 12 5
240 14 5
241 20 5
242 26 5
243 55 5
244 23 8
245 19 8
246 20 5
247 11 5
248 11 5
249 11 5
250 13 5
251 33 5
252 26 5
253 17 5
254 25 5
255 10 5
256 14 5
257 11 5
258 31 5
259 21 5
260 17 9
261 8 8
262 14 5
263 12 5
264 11 5
265 15 5
266 14 5
267 14 5
268 11 5
269 24 5
270 9 5
271 49 5
272 13 5
273 17 5
274 14 5
275 8 5
276 25 5
277 13 5
278 13 5
279 14 5
280 13 5
281 17 5
282 7 7
283 14 5
284 9 5
285 33 5
286 13 5
287 14 5
288 25 5
289 12 5
290 18 5
291 14 5
292 12 5
293 9 5
294 11 5
295 14 5
296 10 5
297 8 5
298 21 5
299 10 5
300 11 5
301 15 5
302 19 5
303 9 5
304 8 5
305 11 5
306 41 5
307 7 5
308 14 5
309 80 5
310 6 5
311 9 5
312 10 5
313 17 5
314 12 5
315 19 5
316 19 5
317 12 5
318 49 5
319 15 5
320 13 5
321 11 5
322 8 5
323 9 5
324 8 5
325 12 5
326 16 5
327 12 5
328 16 5
329 14 5
330 13 5
331 13 5
332 26 5
333 16 5
334 15 5
335 26 5
336 14 5
337 17 5
338 19 5
339 13 5
340 16 5
341 15 5
342 15 5
343 11 5
344 15 5
345 11 5
346 15 5
347 12 5
348 13 5
349 12 5
350 11 5
351 13 5
352 16 5
353 12 5
354 10 5
355 19 5
356 12 5
357 24 5
358 14 5
359 12 5
360 24 5
361 14 5
362 30 5
363 22 5
364 11 5
365 17 5
366 14 8
367 23 5
368 11 5
369 9 9
370 16 5
371 29 5
372 12 5
373 55 5
374 19 5
375 14 5
376 13 5
377 10 5
378 11 5
379 13 5
380 12 5
381 12 5
382 10 5
383 8 8
384 15 5
385 14 8
386 15 5
387 22 5
388 23 5
389 18 5
390 22 5
391 12 5
392 10 5
393 14 5
394 11 5
395 14 8
396 6 5
397 10 5
398 20 5
399 7 5
400 15 5
401 35 5
402 12 5
403 12 5
404 14 5
405 11 5
406 11 5
407 11 5
408 22 5
409 13 8
410 18 5
411 9 5
412 21 5
413 13 5
414 18 5
415 24 5
416 18 5
417 24 5
418 18 5
419 16 5
420 17 5
421 18 5
422 28 5
423 13 5
424 14 5
425 15 5
426 12 5
427 19 5
428 12 5
429 12 5
430 17 5
431 13 5
432 16 5
433 33 5
434 16 5
435 18 5
436 15 5
437 18 5
438 14 5
439 15 5
440 15 5
441 12 5
442 11 5
443 13 5
444 7 5
445 14 5
446 38 5
447 13 5
448 11 5
449 18 5
450 11 5
451 26 5
452 22 5
453 17 5
454 12 5
455 13 5
456 9 5
457 14 5
458 12 5
459 8 5
460 10 5
461 12 5
462 12 5
463 14 5
464 10 5
465 19 5
466 8 5
467 10 5
468 16 5
469 10 5
470 14 5
471 11 5
472 27 5
473 24 5
474 20 5
475 13 5
476 17 5
477 12 5
478 9 5
479 9 5
480 12 5
481 18 5
482 20 5
483 18 5
484 12 5
485 19 5
486 11 5
487 23 5
488 17 5
489 25 5
490 26 5
491 21 5
492 24 5
493 16 5
494 13 8
495 13 5
496 14 5
497 10 5
498 13 5
499 10 5
500 11 5
501 17 5
502 17 5
503 15 5
504 13 5
505 14 5
506 15 5
507 11 5
508 11 5
509 10 5
510 10 5
511 16 5
512 10 7
513 9 5
514 13 5
515 9 5
516 31 5
517 11 5
518 10 5
519 160 5
520 9 5
521 14 9
522 12 5
523 13 5
524 11 5
525 14 5
526 16 5
527 13 5
528 12 5
529 19 5
530 16 5
531 10 5
532 10 5
533 11 5
534 17 5
535 17 5
536 12 5
537 12 5
538 12 5
539 12 5
540 10 5
541 11 5
542 14 5
543 8 7
544 9 8
545 11 5
546 16 5
547 15 5
548 14 5
549 23 5
550 10 5
551 13 5
552 12 5
553 17 5
554 31 5
555 23 5
556 13 7
557 16 5
558 20 5
559 32 5
560 38 5
561 10 5
562 35 5
563 8 5
564 28 5
565 13 5
566 27 5
567 18 5
568 14 5
569 12 5
570 23 5
571 36 5
572 29 5
573 17 5
574 8 5
575 12 5
576 11 5
577 13 5
578 15 5
579 11 5
580 11 5
581 11 5
582 11 5
583 15 5
584 12 5
585 15 5
586 8 5
587 43 5
588 16 5
589 10 5
590 15 5
591 25 5
592 23 5
593 16 5
594 48 5
595 7 5
596 84 5
597 8 5
598 9 5
599 8 5
600 47 5
601 16 5
602 20 5
603 8 5
604 15 5
605 19 5
606 14 5
607 15 5
608 11 5
609 13 5
610 19 5
611 15 5
612 15 5
613 20 5
614 14 5
615 17 5
616 32 5
617 26 5
618 17 5
619 13 5
620 11 5
621 10 9
622 19 5
623 19 5
624 13 5
625 16 5
626 13 5
627 8 5
628 20 5
629 18 5
630 14 5
631 11 5
632 22 5
633 15 5
634 17 5
635 14 5
636 25 5
637 13 5
638 12 5
639 15 5
640 9 5
641 12 5
642 18 5
643 8 5
644 13 5
645 259 5
646 16 5
647 12 5
648 13 5
649 11 5
650 12 5
651 11 5
652 15 5
653 18 5
654 18 5
655 13 5
656 15 5
657 10 5
658 12 5
659 18 5
660 12 5
661 16 5
662 18 5
663 11 7
664 13 5
665 9 5
666 10 5
667 15 5
668 14 5
669 12 5
670 9 5
671 11 5
672 13 5
673 16 5
674 18 5
675 20 5
676 9 5
677 41 5
678 17 5
679 17 5
680 13 5
681 11 5
682 9 5
683 15 5
684 56 5
685 30 5
686 17 5
687 8 5
688 11 5
689 11 5
690 13 5
691 13 5
692 11 5
693 13 5
694 20 5
695 15 5
696 12 5
697 15 5
698 16 5
699 12 5
700 35 5
701 15 5
702 9 5
703 12 5
704 13 5
705 10 5
706 10 5
707 13 5
708 10 5
709 20 8
710 9 5
711 9 5
712 17 5
713 10 5
714 18 5
715 14 5
716 12 5
717 7 5
718 10 5
719 14 5
720 25 5
721 15 5
722 8 5
723 18 5
724 12 5
725 16 5
726 13 5
727 16 5
728 11 5
729 18 5
730 11 5
731 13 5
732 17 5
733 14 5
734 13 5
735 11 5
736 17 5
737 17 5
738 30 5
739 14 7
740 14 5
741 12 5
742 11 5
743 10 5
744 36 5
745 7 5
746 33 5
747 23 5
748 14 5
749 9 8
750 10 5
751 21 5
752 12 5
753 15 5
754 18 5
755 25 5
756 17 5
757 12 5
758 11 5
759 19 5
760 19 5
761 11 5
762 14 5
763 8 5
764 21 5
765 12 5
766 8 5
767 66 5
768 13 5
769 19 5
770 15 5
771 23 5
772 30 5
773 22 5
774 16 5
775 9 5
776 9 5
777 55 5
778 17 5
779 107 5
780 13 5
781 15 5
782 16 5
783 12 8
784 12 5
785 20 5
786 12 5
787 12 5
788 17 5
789 20 5
790 10 5
791 12 5
792 13 5
793 11 5
794 11 5
795 12 5
796 14 5
797 13 5
798 11 5
799 12 5
800 21 5
801 9 5
802 10 5
803 13 5
804 13 5
805 13 5
806 20 5
807 17 5
808 30 5
809 14 5
810 16 5
811 41 5
812 43 5
813 33 5
814 24 5
815 29 5
816 27 5
817 17 5
818 12 5
819 17 9
820 22 5
821 15 5
822 16 8
823 14 5
824 9 5
825 12 5
826 14 5
827 10 5
828 13 8
829 15 5
830 12 5
831 10 5
832 9 8
833 14 5
834 14 5
835 16 5
836 14 5
837 18 5
838 22 5
839 21 5
840 10 5
841 11 8
842 11 5
843 16 5
844 12 5
845 8 5
846 13 7
847 13 5
848 23 5
849 25 5
850 33 5
851 12 5
852 22 5
853 10 5
854 14 5
855 11 5
856 13 5
857 24 5
858 12 5
859 21 5
860 10 5
861 12 5
862 21 5
863 16 5
864 12 5
865 19 5
866 37 5
867 23 5
868 35 5
869 24 5
870 11 5
871 22 5
872 16 5
873 11 5
874 13 5
875 13 5
876 7 5
877 16 5
878 20 5
879 8 5
880 12 5
881 14 5
882 34 5
883 11 5
884 10 5
885 14 5
886 11 5
887 17 5
888 21 5
889 14 5
890 10 5
891 9 5
892 18 5
893 17 5
894 10 5
895 24 5
896 10 5
897 14 5
898 15 5
899 10 5
900 9 5
901 10 5
902 10 5
903 9 5
904 10 5
905 19 5
906 19 5
907 13 5
908 9 5
909 18 5
910 17 5
911 13 5
912 20 5
913 10 5
914 29 5
915 19 5
916 8 5
917 28 5
918 14 5
919 29 5
920 11 5
921 8 5
922 15 5
923 11 5
924 11 5
925 12 5
926 11 5
927 19 5
928 8 5
929 10 5
930 11 5
931 27 5
932 13 5
933 12 5
934 18 5
935 9 5
936 9 5
937 12 5
938 11 5
939 11 5
940 13 5
941 11 5
942 14 5
943 16 5
944 22 5
945 39 5
946 13 5
947 24 5
948 36 5
949 14 5
950 23 5
951 9 5
952 14 5
953 17 5
954 7 5
955 10 5
956 12 5
957 9 5
958 28 5
959 10 5
960 17 5
961 29 5
962 21 5
963 12 5
964 19 5
965 23 5
966 11 5
967 20 5
968 12 5
969 13 5
970 22 5
971 23 5
972 8 5
973 10 5
974 15 5
975 10 5
976 14 5
977 14 5
978 27 5
979 20 5
980 13 5
981 13 5
982 15 5
983 18 5
984 12 5
985 12 5
986 17 5
987 14 5
988 12 5
989 13 5
990 14 5
991 31 5
992 20 5
993 14 5
994 11 5
995 20 5
996 9 5
997 10 5
998 13 5
999 10 5
1000 14 5
1001 15 5
1002 15 5
1003 13 5
1004 9 7
1005 10 5
1006 10 5
1007 10 5
1008 14 5
1009 11 5
1010 9 5
1011 15 5
1012 13 5
1013 12 5
1014 25 5
1015 26 5
1016 15 5
1017 12 5
1018 16 5
1019 17 5
1020 10 5
1021 13 5
1022 23 5
1023 14 5
1024 15 5
1025 18 5
1026 18 5
1027 16 5
1028 25 5
1029 13 5
1030 14 5
1031 14 5
1032 18 5
1033 13 5
1034 11 5
1035 19 5
1036 18 5
1037 13 5
1038 10 5
1039 12 5
1040 16 5
1041 10 5
1042 12 5
1043 18 5
1044 19 5
1045 12 5
1046 11 5
1047 22 5
1048 26 5
1049 22 5
1050 27 5
1051 19 5
1052 17 5
1053 17 5
1054 24 5
1055 10 5
1056 12 5
1057 33 5
1058 9 5
1059 11 5
1060 26 5
1061 13 5
1062 10 5
1063 13 5
1064 12 5
1065 18 5
1066 21 5
1067 14 5
1068 20 5
1069 24 5
1070 13 5
1071 25 5
1072 14 5
1073 26 5
1074 15 5
1075 14 5
1076 15 5
1077 13 5
1078 10 5
1079 11 5
1080 8 5
1081 18 5
1082 12 5
1083 7 5
1084 12 5
1085 9 5
1086 13 5
1087 14 8
1088 16 5
1089 17 8
1090 13 5
1091 21 5
1092 20 5
1093 13 5
1094 13 5
1095 11 5
1096 11 5
1097 14 5
1098 12 5
1099 14 5
1100 14 5
1101 17 5
1102 13 5
1103 11 5
1104 10 5
1105 12 5
1106 23 5
1107 17 5
1108 11 8
1109 9 7
1110 15 5
1111 16 5
1112 16 5
1113 19 5
1114 22 8
1115 23 7
1116 21 5
1117 21 5
1118 32 5
1119 22 5
1120 29 5
1121 14 5
1122 48 5
1123 13 5
1124 11 5
1125 13 5
1126 16 5
1127 16 5
1128 14 5
1129 30 5
1130 15 5
1131 15 5
1132 12 5
1133 11 8
1134 26 5
1135 11 5
1136 19 5
1137 20 8
1138 21 5
1139 17 5
1140 25 5
1141 17 5
1142 18 5
1143 13 7
1144 18 5
1145 14 5
1146 9 5
1147 13 5
1148 12 5
1149 8 5
1150 12 5
1151 15 5
1152 16 5
1153 11 5
1154 16 5
1155 13 5
1156 12 5
1157 25 5
1158 23 5
1159 21 5
1160 17 5
1161 15 5
1162 17 5
1163 9 5
1164 36 5
1165 37 5
1166 31 5
1167 9 5
1168 13 5
